155328,52,-1,36,36,76,67,69,47,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
155462,52,-1,36,36,62,15,66,52,36,2,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
155603,52,-1,36,36,77,68,57,50,36,3,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
155744,52,-1,36,36,77,66,61,36,36,3,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
155887,52,-1,36,36,70,67,69,53,36,2,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
156031,52,-1,36,36,76,68,65,50,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
156174,52,-1,36,36,72,68,69,79,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
156318,52,-1,36,36,77,67,69,50,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
156462,52,-1,36,36,77,68,69,62,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
156610,52,-1,36,36,76,67,69,84,36,3,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
156755,52,-1,36,36,76,68,65,79,36,2,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
156902,52,-1,36,36,76,60,65,77,36,2,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
157049,52,-1,36,36,76,69,69,77,36,2,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
157197,52,-1,36,36,76,72,63,119,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
157337,52,-1,36,36,71,69,66,52,36,3,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
157482,52,-1,36,36,70,71,58,53,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
157625,52,-1,36,36,76,70,66,56,36,3,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
157770,52,-1,36,36,76,76,68,76,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
157916,52,-1,36,36,77,66,68,82,36,2,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
158062,52,-1,36,36,71,76,68,77,36,2,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
158209,52,-1,36,36,77,76,69,50,36,3,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
158351,52,-1,36,36,76,65,60,50,36,3,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
158496,52,-1,36,36,76,66,69,52,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
158642,52,-1,36,36,76,68,69,82,36,2,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
158787,52,-1,36,36,76,69,70,76,36,2,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
158932,52,-1,36,36,76,71,65,52,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
159074,52,-1,36,36,77,68,59,55,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
159216,52,-1,36,36,77,70,65,52,36,2,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
159359,52,-1,36,36,73,67,69,77,36,3,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
159505,52,-1,36,36,76,66,64,52,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
159649,52,-1,36,36,77,67,70,82,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
159791,52,-1,36,36,77,68,59,55,36,3,3,2,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
159938,52,-1,36,36,77,71,69,87,36,3,3,3,-187,-143,-61,-117,0.00,0.00,0.00,0.00,0,0,0
